Date,Transaction Amount,Department,Cashier,Store ZIP,Store City,Store Region
26/10/2016,3498,Groceries,"Kennedy, Alana R.",67235,Santa Cruz de Tenerife,Åland Islands
26/10/2016,8480,Groceries,"Marquez, Amethyst R.",6372,Casanova Elvo,Malawi
26/10/2016,4138,Household Appliances,"Mccullough, Timothy A.",42636,Ilhéus,Luxembourg
26/10/2016,4925,Household Appliances,"Mcintosh, Emerson U.",33-749,Lebu,Macao
26/10/2016,5583,Groceries,"Meyer, Ava X.",5047,Castelluccio Superiore,South Georgia and The South Sandwich Islands
26/10/2016,4340,Groceries,"Porter, Leah F.",100199,Maiduguri,Jordan
26/10/2016,2925,Household Appliances,"Pugh, Sybill B.",93247,Wells,Croatia
26/10/2016,2538,Groceries,"Rasmussen, Leo L.",7689,Oamaru,Belarus
26/10/2016,6202,Household Appliances,"Reynolds, Lunea S.",810543,Cowdenbeath,Andorra
26/10/2016,2250,Household Appliances,"Simpson, Ingrid W.",70002-504,Offenbach am Main,Nepal
27/10/2016,1388,Electronics,"Bailey, Elmo E.",18354,Monceau-Imbrechies,Angola
27/10/2016,9067,Household Appliances,"Burt, David W.",5453,Longueville,Norfolk Island
27/10/2016,7467,Household Appliances,"Burt, Uriel V.",10267,Leval-Chaudeville,Bahamas
27/10/2016,8939,Household Appliances,"Coffey, Gisela J.",1164,Nevers,Mauritania
27/10/2016,2033,Household Appliances,"Cooper, Hayden V.",98644,Bahraich,Russian Federation
27/10/2016,8578,Household Appliances,"Dorsey, Chelsea Z.",7572NR,Purulia,Estonia
27/10/2016,8406,Household Appliances,"Fields, Nora M.",62286,Tula,Burundi
27/10/2016,7288,Electronics,"Harding, Martena F.",41585,Cantley,Barbados
27/10/2016,429,Electronics,"Hodges, Autumn C.",11-258,Spaniard's Bay,"Congo, the Democratic Republic of the"
27/10/2016,6623,Household Appliances,"Humphrey, Lynn G.",T3 2XG,Charters Towers,India
27/10/2016,9188,Groceries,"Mcintyre, Tate L.",C6J 5N8,Kilsyth,Algeria
27/10/2016,9074,Household Appliances,"Rosa, Vera F.",3210,Salon-de-Provence,India
27/10/2016,5285,Electronics,"Savage, Warren H.",63371,Rhisnes,Djibouti
27/10/2016,9187,Household Appliances,"Tyler, Xyla T.",6538,Linz,South Sudan
27/10/2016,399,Household Appliances,"Villarreal, Aladdin B.",76908,MabomprŽ,Greenland
27/10/2016,8773,Groceries,"Ware, Mara E.",13565,Oldenzaal,Djibouti
27/10/2016,3991,Electronics,"Woodward, Christine U.",9744,Augsburg,Kyrgyzstan
28/10/2016,4092,Electronics,"Baird, Dai N.",96730,Akhisar,Antarctica
28/10/2016,1427,Electronics,"Baldwin, Jaime H.",157204,Beerse,Zambia
28/10/2016,7629,Household Appliances,"Ball, Nigel Y.",7639,Aurora,Liechtenstein
28/10/2016,8854,Household Appliances,"Collins, Venus Z.",15260,Reus,Vanuatu
28/10/2016,8664,Groceries,"Cunningham, Harding U.",521817,Grangemouth,South Africa
28/10/2016,4574,Electronics,"Dennis, Uma W.",5374,Marsciano,Vanuatu
28/10/2016,8430,Groceries,"Fischer, Jermaine G.",17645,Ełk,Anguilla
28/10/2016,2676,Electronics,"Jensen, Lesley C.",19578,Courbevoie,Ghana
28/10/2016,9492,Household Appliances,"Juarez, Yoko W.",8090,Collines-de-l'Outaouais,Mozambique
28/10/2016,684,Household Appliances,"Nicholson, Phelan A.",37887-654,Armento,French Southern Territories
28/10/2016,2241,Groceries,"Oneil, Berk G.",420261,Putaendo,"Palestine, State of"
28/10/2016,4834,Groceries,"Prince, Cameron G.",3418,Clarksville,Turkmenistan
28/10/2016,4542,Electronics,"Simpson, Zoe Q.",58995-217,Armidale,New Zealand
28/10/2016,3002,Household Appliances,"Tyson, Alan F.",S9G 3X6,Saalfelden am Steinernen Meer,Mozambique
28/10/2016,2201,Household Appliances,"Watkins, Faith S.",L7X 0Y4,Labro,Liberia
28/10/2016,7241,Household Appliances,"Weeks, Kuame U.",6618,Lokeren,Marshall Islands
28/10/2016,477,Electronics,"Whitaker, Ciaran V.",65-379,Borghetto di Borbera,Fiji
28/10/2016,4357,Groceries,"Woods, Vernon X.",74-523,Gjoa Haven,Barbados
29/10/2016,6200,Electronics,"Barrera, Wing N.",88237,Frascati,"Congo, the Democratic Republic of the"
29/10/2016,4498,Groceries,"Calhoun, Martina C.",3221,Castor,French Guiana
29/10/2016,6623,Electronics,"Cohen, Hayden O.",C4X 9B0,Knokke,South Georgia and The South Sandwich Islands
29/10/2016,7118,Household Appliances,"English, Aimee Q.",T86 4CO,Kulti-Barakar,Estonia
29/10/2016,8080,Household Appliances,"Fuller, Cailin D.",4519AH,Pictou,Romania
29/10/2016,5389,Electronics,"Guerra, Jael L.",13-335,Amelia,Pitcairn Islands
29/10/2016,8347,Household Appliances,"Haynes, Hanae V.",17330,Bodmin,American Samoa
29/10/2016,5234,Groceries,"Long, Kibo C.",41432-221,Otranto,Bermuda
29/10/2016,235,Household Appliances,"Rogers, Echo X.",4771,Karimnagar,Benin
29/10/2016,9208,Electronics,"Santana, Jocelyn H.",47082,Baddeck,United Arab Emirates
29/10/2016,3217,Electronics,"Simmons, Rajah D.",73996,Pucón,France
29/10/2016,139,Groceries,"Vargas, Odysseus V.",A19 1DL,Söderhamn,Philippines
29/10/2016,4928,Electronics,"Warren, Finn N.",79465,Colorado Springs,Macao
30/10/2016,2695,Groceries,"Dunlap, Zane O.",88-519,Lamont,Turkey
30/10/2016,6088,Groceries,"Durham, Kelly H.",4751,Southend,Laos
30/10/2016,3809,Household Appliances,"Everett, Kamal M.",77450,Dégelis,New Caledonia
30/10/2016,6294,Electronics,"Galloway, Calvin Y.",9576,Achalpur,Kyrgyzstan
30/10/2016,4039,Groceries,"Garrett, Denton Q.",51011,Angers,Switzerland
30/10/2016,4240,Electronics,"Hopkins, Ayanna K.",B9Y 0S4,Bonefro,Slovakia
30/10/2016,2952,Household Appliances,"Hubbard, Ayanna A.",CF7 7EW,Ficarolo,Tonga
30/10/2016,4752,Electronics,"Koch, Jeanette L.",86418,Laurencekirk,Ghana
30/10/2016,8949,Groceries,"Lopez, Nelle Z.",2437,Waren,Bulgaria
30/10/2016,407,Electronics,"Munoz, Anthony D.",6483,Ceppaloni,Angola
30/10/2016,1944,Household Appliances,"Patterson, Vladimir F.",J9R 9S0,Bay Roberts,Equatorial Guinea
30/10/2016,5619,Groceries,"Poole, Kelsie M.",94453,Napoli,Nepal
30/10/2016,5965,Electronics,"Randolph, Jennifer E.",8661,Cairo Montenotte,Timor-Leste
30/10/2016,9924,Household Appliances,"Salinas, Rajah T.",9549,Molina,Comoros
30/10/2016,8959,Electronics,"Swanson, Nayda X.",61-675,Montgomery,Equatorial Guinea
30/10/2016,6757,Household Appliances,"Vargas, Lyle K.",K70 5OM,Labrecque,Chad
01/11/2016,7913,Groceries,"Burris, Oscar J.",15142,Helmond,Liechtenstein
01/11/2016,4075,Household Appliances,"Case, Shad Z.",10200,Marsciano,Jordan
01/11/2016,3136,Household Appliances,"Dominguez, Reuben K.",94684-569,Lang,Netherlands
01/11/2016,4016,Electronics,"Ewing, Lester Z.",2059,Paulista,Belarus
01/11/2016,9220,Household Appliances,"Foster, Keely N.",3142WT,Lerum,New Caledonia
01/11/2016,4914,Electronics,"Gibson, Hollee I.",30309,Lauterach,Senegal
01/11/2016,7536,Groceries,"Hays, Lana X.",T3L 4Z3,Bodmin,Libya
01/11/2016,7384,Groceries,"Holmes, Hammett P.",87055,Whakatane,Cuba
01/11/2016,7368,Groceries,"Kennedy, Joel X.",557736,Freux,French Southern Territories
01/11/2016,9956,Household Appliances,"Pate, Ingrid U.",61900,Wellington,Kenya
01/11/2016,6670,Household Appliances,"Porter, Kristen U.",10466,Catanzaro,Tuvalu
01/11/2016,9619,Electronics,"Reyes, Wade S.",71202,Shepparton,Spain
01/11/2016,6291,Household Appliances,"Spencer, Octavius E.",6480,Benestare,Sao Tome and Principe
02/11/2016,4422,Groceries,"Dotson, Priscilla Y.",11543,Petit-Thier,Chile
02/11/2016,5053,Groceries,"Flowers, Heidi J.",60616,Flamierge,Kyrgyzstan
02/11/2016,3932,Groceries,"Henson, Jamal B.",07-344,Gellik,Syria
02/11/2016,3792,Electronics,"Henson, Melissa T.",8683,Saint-Denis,Ghana
02/11/2016,6897,Groceries,"Hester, Kibo A.",557666,Colomiers,Ireland
02/11/2016,7951,Household Appliances,"Kerr, John B.",4881,Luik,Hong Kong
02/11/2016,9369,Groceries,"Kim, Destiny T.",38794,Lörrach,Egypt
02/11/2016,1284,Household Appliances,"Maldonado, Xyla L.",41004,Westkerke,Indonesia
02/11/2016,5658,Electronics,"Moore, Haley O.",40210,Quarona,Ireland
02/11/2016,7496,Electronics,"Ross, Maggy I.",OG1 6WK,Oristano,Algeria
02/11/2016,2979,Groceries,"Santos, Kevin E.",312610,Osasco,Cambodia
02/11/2016,6326,Household Appliances,"Spencer, Jin L.",941776,Kuşadası,Dominican Republic
02/11/2016,2773,Household Appliances,"Vargas, May C.",3165,Sambreville,Tanzania
02/11/2016,358,Groceries,"Weaver, Raven B.",89271,Shipshaw,Kuwait
03/11/2016,3881,Household Appliances,"Albert, Noelle F.",7784,Jennersdorf,Algeria
03/11/2016,1252,Household Appliances,"Alvarado, Maya C.",21-642,Leers-et-Fosteau,Tanzania
03/11/2016,213,Groceries,"Blanchard, Alfonso M.",5688,Amqui,Fiji
03/11/2016,4732,Household Appliances,"Bryant, Sandra A.",26275-717,Vichuquén,San Marino
03/11/2016,5307,Electronics,"Butler, Iona R.",81056-211,Rio Verde,Djibouti
03/11/2016,5687,Electronics,"Christensen, Ira P.",4990,Valbrevenna,Gabon
03/11/2016,6014,Household Appliances,"Cortez, Megan E.",395838,Hillsboro,Switzerland
03/11/2016,7607,Electronics,"Fitzpatrick, Vivien I.",4527,Sotteville-lès-Rouen,New Caledonia
03/11/2016,5411,Groceries,"Hendricks, Lesley S.",Y6K 2K6,Nanaimo,Liberia
03/11/2016,2572,Groceries,"Mayer, Gabriel H.",10872,Porto Cesareo,Wallis and Futuna
03/11/2016,9139,Electronics,"Mullen, Bevis T.",3489,Sterrebeek,Eritrea
03/11/2016,4581,Household Appliances,"Roman, Hilda I.",66153,Arbre,Gabon
03/11/2016,9566,Electronics,"William, Jessica R.",923980,Middlesbrough,Tanzania
04/11/2016,5724,Electronics,"Burton, Vincent M.",30107,Spittal an der Drau,Kuwait
04/11/2016,4821,Electronics,"Chase, Cassandra I.",14143,Owensboro,Latvia
04/11/2016,5641,Electronics,"Elliott, Jael Q.",S92 9OH,Cittanova,Portugal
04/11/2016,7610,Electronics,"Meyers, Alyssa W.",37448,Tarragona,Kuwait
04/11/2016,4048,Electronics,"Oneill, Angelica E.",78168,Ollolai,Russian Federation
04/11/2016,1520,Groceries,"Riley, Wallace R.",18533-461,Cupar,Singapore
04/11/2016,6784,Electronics,"Roy, Armando A.",843004,Dieppe,Sao Tome and Principe
04/11/2016,4630,Groceries,"Stafford, Nora R.",5780,Champorcher,Solomon Islands
04/11/2016,1142,Electronics,"Stone, Jared N.",3977,GŽrouville,Chile
04/11/2016,5150,Household Appliances,"Trujillo, Hall Z.",28240,Masone,Guyana
04/11/2016,9953,Groceries,"Washington, Ulysses I.",99273,Rishra,Pakistan
04/11/2016,1719,Electronics,"Wheeler, Venus X.",5750,Castiglione di Garfagnana,Sweden
05/11/2016,5488,Electronics,"Booker, Hall L.",VS0 0XX,Cairns,"Korea, North"
05/11/2016,3737,Groceries,"Coffey, Abigail T.",70554,Brescia,Norfolk Island
05/11/2016,6216,Electronics,"Freeman, Tarik B.",35926,Dreux,Angola
05/11/2016,3887,Groceries,"Gallagher, Solomon N.",851926,Sitapur,Central African Republic
05/11/2016,8127,Household Appliances,"Haney, Sacha O.",6175,Bozeman,Georgia
05/11/2016,5837,Groceries,"Hess, Isadora S.",8353,Gboko,United Kingdom (Great Britain)
05/11/2016,1637,Household Appliances,"Hughes, Garth B.",20300,Parral,Monaco
05/11/2016,5572,Household Appliances,"Hull, Quinn Q.",197047,Honolulu,Sint Maarten
05/11/2016,8573,Household Appliances,"Mathews, Yoshio R.",R9K 4M7,Venezia,Pitcairn Islands
05/11/2016,9020,Groceries,"Mcintyre, Shaeleigh Z.",65141,Yaxley,Burundi
05/11/2016,4859,Groceries,"Molina, Alexandra C.",X39 6WH,Chépica,United States Minor Outlying Islands
05/11/2016,8918,Electronics,"Sawyer, Anjolie I.",74839,Wagga Wagga,Dominica
05/11/2016,2613,Groceries,"Sears, Lewis A.",616095,Épernay,Equatorial Guinea
05/11/2016,3241,Groceries,"Stark, Moses Z.",1433,Rosciano,Pitcairn Islands
05/11/2016,388,Electronics,"Terrell, Camden W.",1882,Hattem,New Caledonia
05/11/2016,5052,Groceries,"Villarreal, Melanie L.",72890,Thunder Bay,Burundi
05/11/2016,4528,Electronics,"Wright, Bryar T.",1377RE,Fiuminata,Eritrea
06/11/2016,5060,Household Appliances,"Barnett, Carter B.",35500,San Fabián,Cuba
06/11/2016,4143,Groceries,"Benson, Maite F.",264305,Lapscheure,Austria
06/11/2016,461,Electronics,"Daugherty, Calista L.",40941-442,Rosciano,French Guiana
06/11/2016,8265,Electronics,"Estrada, Melissa P.",HY46 5KX,Pudahuel,India
06/11/2016,5943,Electronics,"Hardin, Nasim A.",275505,Civo,Tonga
06/11/2016,7434,Household Appliances,"Holcomb, Deborah U.",H7T 3A4,Duncan,Bouvet Island
06/11/2016,1316,Electronics,"Jenkins, Jin B.",9764,Camaragibe,Uganda
06/11/2016,1982,Household Appliances,"Lamb, Shelby O.",91214,Ciplet,China
06/11/2016,3068,Electronics,"Mcdaniel, Demetria T.",21405,TrognŽe,Svalbard and Jan Mayen Islands
06/11/2016,1813,Electronics,"Mcfadden, Colt N.",G0Y 1X5,Saint-Urbain,Eritrea
06/11/2016,3271,Household Appliances,"Montoya, Winifred T.",149300,West Valley City,Aruba
06/11/2016,6417,Household Appliances,"Moreno, Roanna F.",50598,Watermaal-Bosvoorde,Indonesia
06/11/2016,6053,Household Appliances,"Moss, Ross G.",61854,Ostra Vetere,Tajikistan
06/11/2016,8147,Electronics,"Nieves, Piper E.",46532,Torgnon,Nigeria
06/11/2016,5689,Household Appliances,"Sanford, Cathleen P.",T0Y 6Y8,Flawinne,Cuba
06/11/2016,9720,Groceries,"Stevenson, Lunea I.",2592JD,Bevilacqua,Austria
06/11/2016,9890,Electronics,"Todd, Jorden P.",784127,Sint-Pauwels,Bouvet Island
06/11/2016,9475,Household Appliances,"Warner, Sydnee X.",275292,Klosterneuburg,Wallis and Futuna
07/11/2016,1493,Groceries,"Barker, Marsden V.",4406PH,Ligny,Mali
07/11/2016,6714,Groceries,"Barry, Xander W.",2659,Moircy,Bouvet Island
07/11/2016,3007,Groceries,"Branch, Xenos X.",71632,Masone,Rwanda
07/11/2016,1789,Electronics,"Coffey, Dana Y.",27-838,Quilicura,Mozambique
07/11/2016,8739,Groceries,"Conrad, Xantha X.",13886,Oyen,Czech Republic
07/11/2016,976,Groceries,"Douglas, Susan N.",7908AK,Brindisi,Solomon Islands
07/11/2016,9668,Household Appliances,"Finch, Brendan A.",219099,Villa Cortese,Ghana
07/11/2016,9322,Household Appliances,"Fisher, Catherine B.",76062,s Herenelderen,Tokelau
07/11/2016,9791,Household Appliances,"Fitzgerald, Petra E.",723004,Maryborough,French Southern Territories
07/11/2016,7147,Electronics,"Huber, Anne Q.",1876,Uddevalla,"Congo, the Democratic Republic of the"
07/11/2016,4510,Electronics,"Jennings, Sharon V.",54749,Rajapalaiyam,Belarus
07/11/2016,4945,Groceries,"Levine, Chase A.",176799,Lakeshore,Holy See (Vatican City State)
07/11/2016,5153,Groceries,"Love, Eagan B.",707433,Halle,Algeria
07/11/2016,339,Electronics,"Mcpherson, Buffy Q.",P2W 0W0,North Vancouver,Guernsey
07/11/2016,8925,Household Appliances,"Rutledge, Vance S.",84628,Castel del Giudice,Luxembourg
07/11/2016,5310,Electronics,"Tanner, Jocelyn C.",9873,Shimoga,Tuvalu
07/11/2016,2140,Electronics,"Velez, Kelsie F.",81295,Barrhead,Macedonia
07/11/2016,7143,Groceries,"Walls, Bianca M.",675501,Lodine,Sweden
07/11/2016,3894,Groceries,"White, Stuart D.",07382-398,Nicolosi,Cocos (Keeling) Islands
08/11/2016,8297,Household Appliances,"Allen, Jessica H.",1488GW,Reno,Tanzania
08/11/2016,9173,Groceries,"Alvarez, Madaline O.",AK4 2HZ,Almería,Kazakhstan
08/11/2016,6630,Household Appliances,"Dalton, Ora I.",53131,Augusta,British Indian Ocean Territory
08/11/2016,8225,Electronics,"Holland, Tatyana L.",38935,Bathurst,Antarctica
08/11/2016,2965,Household Appliances,"Hughes, Tucker O.",30478-104,Nerem,Switzerland
08/11/2016,9710,Household Appliances,"Jimenez, Kirk B.",165813,Herne,Montenegro
08/11/2016,9475,Electronics,"Lane, Noelle D.",6232,Padre las Casas,"Virgin Islands, British"
08/11/2016,5781,Groceries,"Mcconnell, Leigh E.",49347,Covington,Albania
08/11/2016,5943,Electronics,"Mills, Hakeem W.",95967,Cisnes,Zambia
08/11/2016,8134,Electronics,"Sawyer, Hu F.",561896,Mold,Aruba
08/11/2016,2774,Household Appliances,"Snow, Audrey W.",57229-421,West Vancouver,Norfolk Island
08/11/2016,2864,Household Appliances,"Spence, Tanek Y.",30419,Stratford,Turkmenistan
08/11/2016,2001,Electronics,"Suarez, Clinton G.",41709,Judenburg,Georgia
08/11/2016,2043,Household Appliances,"Torres, Hector Q.",45557-998,Barrhead,China
08/11/2016,3862,Groceries,"Velasquez, Len G.",43529,Wambeek,Somalia
08/11/2016,9609,Groceries,"Velez, Hedwig I.",62119,Bhubaneswar,Tajikistan
08/11/2016,849,Household Appliances,"Walker, Bruno R.",11317,Pietrarubbia,San Marino
08/11/2016,690,Groceries,"Walters, Jayme G.",5190,Zellik,Guam
08/11/2016,8060,Household Appliances,"Watts, Kitra E.",493854,Alacant,Grenada
09/11/2016,3091,Electronics,"Anderson, Murphy B.",22480-420,Dewas,Jersey
09/11/2016,9245,Groceries,"Carter, Reed P.",831174,Huntingdon,China
09/11/2016,6428,Electronics,"Davis, Adele V.",B5L 3H7,Diadema,Denmark
09/11/2016,373,Household Appliances,"Gaines, Yeo S.",649863,Pontey,Denmark
09/11/2016,446,Household Appliances,"Garner, Shellie E.",4756,Cargovil,Iraq
09/11/2016,7403,Groceries,"Hebert, Judith X.",0990RS,Villeneuve-d'Ascq,Brazil
09/11/2016,5448,Groceries,"Lane, Cara K.",4202,Castel Giorgio,Saint Barthélemy
09/11/2016,5271,Electronics,"Madden, Connor X.",503138,Gävle,Macedonia
09/11/2016,2285,Household Appliances,"Medina, Brenda C.",71797,San Ignacio,Northern Mariana Islands
09/11/2016,6411,Household Appliances,"Patrick, Beverly M.",67-013,Laurencekirk,Fiji
09/11/2016,5791,Electronics,"Payne, Zelda P.",70813,Malbaie,Brunei
09/11/2016,7705,Household Appliances,"Pope, Ross S.",5060,Tilburg,Uganda
09/11/2016,8304,Household Appliances,"Smith, Addison W.",3005,Dolceacqua,Fiji
09/11/2016,8998,Household Appliances,"Snider, Erich T.",39559,Malahide,Dominican Republic
09/11/2016,8739,Electronics,"Stein, Quintessa O.",82460,Lodelinsart,Oman
10/11/2016,4505,Groceries,"Adkins, Fallon D.",129928,Hazaribag,Montserrat
10/11/2016,4596,Electronics,"Barnett, Oliver W.",97390,Largs,Liechtenstein
10/11/2016,7846,Electronics,"Briggs, Avye N.",7255,Petacciato,"Korea, North"
10/11/2016,4057,Groceries,"Casey, Anika F.",37307-094,Turgutlu,Egypt
10/11/2016,5600,Electronics,"Cook, Pandora O.",94734,South Burlington,Turkey
10/11/2016,3580,Groceries,"Daniels, Cheyenne Y.",835344,Casciana Terme,Trinidad and Tobago
10/11/2016,3035,Groceries,"Davis, Ulric N.",23496,Codegua,Japan
10/11/2016,4851,Household Appliances,"Duffy, Dale B.",8308,Bouwel,French Southern Territories
10/11/2016,8552,Groceries,"Ferrell, Lucian M.",31110,Dessel,Solomon Islands
10/11/2016,9188,Groceries,"Gill, Gil W.",737422,Warburg,Anguilla
10/11/2016,6144,Household Appliances,"Guy, Galena P.",2267,Okigwe,Faroe Islands
10/11/2016,1354,Groceries,"Hahn, Naida J.",23-908,Meduno,Guinea-Bissau
10/11/2016,3892,Household Appliances,"Keller, Tyrone R.",2841,Dworp,Bolivia
10/11/2016,855,Household Appliances,"May, Christen V.",9788,Rutten,Qatar
10/11/2016,5189,Groceries,"Montgomery, Jessica F.",11216,Annapolis County,Belgium
10/11/2016,9753,Household Appliances,"Oneill, Benedict Z.",63253,Minitonas,Palau
11/11/2016,5918,Electronics,"Barlow, Cecilia T.",K8E 4H4,Renfrew,Switzerland
11/11/2016,8049,Electronics,"Bradford, Keefe U.",58840,Anand,Paraguay
11/11/2016,2132,Electronics,"Fischer, Leonard U.",61372,Saguenay,Central African Republic
11/11/2016,3068,Electronics,"Garner, Jesse T.",67710,Casalvieri,Bhutan
11/11/2016,6532,Groceries,"Gray, Thor X.",832298,Bovesse,Togo
11/11/2016,6465,Groceries,"Keith, Deborah W.",347157,Forfar,Belgium
11/11/2016,2077,Groceries,"Mcclain, Avram L.",63250,Scarborough,Guadeloupe
11/11/2016,5301,Electronics,"Mcguire, Leah B.",6290RJ,Chartres,Comoros
11/11/2016,2890,Groceries,"Mendoza, Jorden N.",M4A 2R2,Meppel,Finland
11/11/2016,5702,Household Appliances,"Nixon, Geraldine S.",Z20 6LK,Motta Sant'Anastasia,Trinidad and Tobago
11/11/2016,561,Household Appliances,"Ramos, Linus Y.",24188,Palmerston North,Iran
11/11/2016,1059,Electronics,"Savage, Imani I.",51204,Guardia Perticara,San Marino
11/11/2016,8782,Electronics,"Shepherd, Sasha L.",68487,Verrayes,Guam
11/11/2016,4228,Electronics,"Tillman, Jessamine C.",37302,Cheltenham,"Virgin Islands, British"
11/11/2016,4588,Household Appliances,"Tyson, Wynter Y.",3181,Gasp�,"Korea, North"
12/11/2016,7968,Household Appliances,"Barlow, Maggy I.",2178,Tirúa,Côte D'Ivoire (Ivory Coast)
12/11/2016,3629,Groceries,"Brock, Tobias Q.",52721,Tollembeek,Barbados
12/11/2016,1065,Electronics,"Burgess, Margaret B.",574196,Rhisnes,Holy See (Vatican City State)
12/11/2016,1941,Household Appliances,"Downs, August X.",1086DI,Şereflikoçhisar,Guernsey
12/11/2016,6095,Electronics,"English, Damon C.",1204,Stranraer,Sri Lanka
12/11/2016,913,Electronics,"Foster, Yvonne B.",3932,Miranda,Chad
12/11/2016,5383,Groceries,"Fox, Willow S.",461109,Duncan,Rwanda
12/11/2016,6422,Household Appliances,"Hess, Dexter P.",JH15 9ZA,Stuttgart,South Africa
12/11/2016,4803,Groceries,"Jefferson, Dahlia M.",7831,Shreveport,Georgia
12/11/2016,587,Electronics,"Le, Ifeoma H.",1134BJ,New Westminster,Saudi Arabia
12/11/2016,5459,Electronics,"Mccoy, Igor J.",15-018,Rhemes-Saint-Georges,China
12/11/2016,9079,Groceries,"Mclaughlin, Oprah L.",L5 4FY,Arsoli,Slovenia
12/11/2016,939,Groceries,"Moreno, Cathleen T.",135081,San Francisco,Ethiopia
12/11/2016,1879,Electronics,"Nash, Karyn Y.",9244,Sainte-Marie-Chevigny,Jersey
12/11/2016,8176,Groceries,"Ramirez, Chester P.",3984,Ehein,Mauritius
12/11/2016,6986,Household Appliances,"Ramos, Kyle V.",6163,Cerignola,Tokelau
12/11/2016,2515,Groceries,"Ramsey, Nina M.",28685,Nethen,Syria
12/11/2016,8790,Household Appliances,"Reynolds, Jaden P.",92205,Melipeuco,French Polynesia
12/11/2016,7184,Household Appliances,"Rojas, Clark H.",15403,Rocky Mountain House,Singapore
12/11/2016,9385,Household Appliances,"Rosa, Leigh X.",5970GY,Shreveport,Malaysia
12/11/2016,8968,Household Appliances,"Schmidt, Meghan P.",4021,Bracknell,Pitcairn Islands
13/11/2016,117,Electronics,"Allen, Davis F.",61100,Omaha,Turks and Caicos Islands
13/11/2016,6990,Household Appliances,"Anderson, Dakota K.",92432,Quillota,"Korea, South"
13/11/2016,7097,Electronics,"Bonner, Maggy R.",259212,Mount Isa,Guinea
13/11/2016,63,Groceries,"Buchanan, Kenyon W.",60494,Daly,Vanuatu
13/11/2016,2151,Electronics,"Chavez, Sasha A.",43472,Konstanz,Estonia
13/11/2016,9565,Groceries,"Crawford, Jamal G.",T8S 3WG,Caruaru,Uruguay
13/11/2016,5918,Groceries,"Duke, Katelyn L.",536686,Coreglia Antelminelli,Papua New Guinea
13/11/2016,2683,Electronics,"Hahn, Kim E.",73152,Dieppe,Israel
13/11/2016,5258,Household Appliances,"Hamilton, Miranda G.",61414,Balsas,Lebanon
13/11/2016,5850,Household Appliances,"Hobbs, Buffy F.",41931,Haguenau,Sierra Leone
13/11/2016,6975,Household Appliances,"Hooper, Jolene O.",30413,Bad Homburg v. d. Höhe,Malta
13/11/2016,1672,Electronics,"Lopez, Brianna L.",828678,Arviat,"Korea, South"
13/11/2016,9752,Groceries,"Mckinney, Jacob K.",44946-885,Salem,Mexico
13/11/2016,2222,Household Appliances,"Odonnell, Clayton J.",84826-783,Dawson Creek,Saint Lucia
13/11/2016,9097,Electronics,"Roberts, Yvette M.",12932,Prince Albert,United Kingdom (Great Britain)
13/11/2016,7353,Electronics,"Thomas, Nora E.",672439,Cannole,Iceland
13/11/2016,3847,Electronics,"Vasquez, Drew G.",91962,Denderwindeke,Guatemala
14/11/2016,2062,Groceries,"Blair, Lareina I.",69168,Rockhampton,Barbados
14/11/2016,4055,Groceries,"Camacho, Oleg D.",17431,Silchar,Ireland
14/11/2016,2368,Electronics,"Drake, Brianna Q.",C0V 0S9,Barrie,Dominican Republic
14/11/2016,7135,Groceries,"Dudley, Sebastian U.",480410,Borgerhout,Honduras
14/11/2016,4704,Electronics,"Floyd, Adam Y.",K61 1FG,Alacant,Kiribati
14/11/2016,7750,Household Appliances,"Forbes, Erasmus Y.",514618,Lembeek,Russian Federation
14/11/2016,2786,Household Appliances,"Hayes, Quentin X.",7453,Igboho,Yemen
14/11/2016,8334,Household Appliances,"Manning, Xyla G.",981488,Sikar,Comoros
14/11/2016,4253,Electronics,"Mcfadden, Alice Z.",53881,Colchester,Western Sahara
14/11/2016,8522,Household Appliances,"Obrien, Kellie M.",I8Z 9HC,Sainte-Flavie,Luxembourg
14/11/2016,6409,Groceries,"Pate, Ella R.",24567,Biarritz,Cameroon
14/11/2016,5857,Electronics,"Shepard, Bernard Z.",95868,Kumbakonam,Saint Martin
14/11/2016,8312,Groceries,"Talley, Rhiannon Y.",69975,Naihati,Haiti
14/11/2016,665,Electronics,"Walsh, Kelsie B.",5037,Chesterfield,Netherlands
14/11/2016,3376,Electronics,"Walters, Carolyn D.",39896,Rockville,Haiti
15/11/2016,6555,Electronics,"Banks, Zachery E.",73339,Grimma,Burkina Faso
15/11/2016,6309,Groceries,"Barker, Colin Z.",493386,Bursa,Serbia
15/11/2016,2064,Household Appliances,"Dickerson, Tanek A.",7642DD,Vico nel Lazio,"Congo, the Democratic Republic of the"
15/11/2016,9072,Electronics,"Ferrell, Raymond O.",43709,Bergisch Gladbach,Panama
15/11/2016,2896,Electronics,"Franks, Kameko H.",82-178,Patalillo,Saint Pierre and Miquelon
15/11/2016,9119,Household Appliances,"Frazier, Denise A.",MD46 1JU,Barbania,Kyrgyzstan
15/11/2016,4121,Groceries,"Hendricks, Victor K.",5841,Montemilone,Ireland
15/11/2016,5444,Groceries,"Holloway, Idola G.",10054,Challand-Saint-Victor,Guernsey
15/11/2016,4348,Groceries,"Horne, Wyatt J.",69844-637,Bielefeld,South Africa
15/11/2016,185,Groceries,"Macdonald, Benedict U.",1161,Boninne,Qatar
