ID,RECIPIENT_NAME,RECIPIENT_STREET,RECIPIENT_CITY,RECIPIENT_POSTAL,RECIPIENT_REGION,SHIPMODE,TRACEID,STATUS
663955614_3866870,Serina N. Rasmussen,Ap #410-7898 Quisque Av.,Essex,62282,VT,Express,56B1EA5F-74ED-692C-0A47-64A307B9C672,PENDING COLLECTION
663955615_3866871,Alana B. Mclean,386-2258 Nullam Av.,Fort Worth,82272,Texas,Express,CAB68F89-5FDF-49F4-2AF1-FF4957479B74,IN NETWORK
663955616_3866872,Desiree D. Estes,Ap #763-7585 Aliquet Av.,Chattanooga,53271,TN,Standard,AB0B1010-11B2-01B5-3325-9AF5B748F205,HANDED TO CARRIER
663955617_3866873,Beck X. Jimenez,218-4334 Curabitur St.,Aurora,49605,Illinois,Express,56AE9F5D-D9AD-0B36-EB68-E6B899997B8D,HANDED TO CARRIER
663955618_3866874,Chandler X. Mcgee,Ap #589-726 Semper. Street,Bear,65933,DE,Next-Day,65327E19-387B-E84F-95D1-7C151F9C1EA2,IN NETWORK
663955619_3866875,Ocean E. Leach,"P.O. Box 942, 5220 In Avenue",Little Rock,72458,Arkansas,Next-Day,4E080197-3831-9F52-5B0E-756EFAF31D82,HANDED TO CARRIER
663955620_3866876,Taylor B. Abbott,"P.O. Box 826, 5264 Turpis Ave",Dallas,42047,TX,Express,A1048311-F851-BB1A-04B9-A4EA616FCFA6,PENDING COLLECTION
663955621_3866877,Mona K. Rowe,464-2923 Cras Av.,Portland,28401,Oregon,Express,AA62328F-DE0C-DF45-29AD-C22668F2BAAC,PREPARING SHIPMENT
663955622_3866878,Desirae H. Pollard,Ap #359-5862 Varius Rd.,Fort Collins,34213,Colorado,Express,8EC232C1-6B35-38E5-D256-C29AF7984BD8,PREPARING SHIPMENT
663955623_3866879,Adena B. Tyson,"P.O. Box 316, 2831 Rhoncus. Road",Springfield,65402,IL,Express,99E25992-F820-51D8-EAB0-3669371D07E3,PENDING COLLECTION
663955624_3866880,Joel R. Meyers,"620-5144 Augue, Ave",Lowell,73756,MA,Standard,5B93D4DD-2544-0F72-E64E-125489DB616A,HANDED TO CARRIER
663955625_3866881,Harriet F. Dennis,4019 Curabitur Av.,Hillsboro,76865,OR,Express,B668C0BF-03E6-0748-D9B6-8F9B266F67A0,PENDING COLLECTION
663955626_3866882,Rinah R. David,Ap #214-9756 Et Road,Iowa City,28727,IA,Standard,618FAA2E-3E2F-3387-FB41-C97BE4B00EAF,PENDING COLLECTION
663955627_3866883,Jason P. Floyd,"P.O. Box 163, 320 Ut Ave",Missoula,97405,MT,Next-Day,F08A8018-83A5-5EE1-65B2-D822C8830985,DELIVERED
663955628_3866884,Wynne W. Dillard,5264 Consectetuer Street,Grand Rapids,81188,MI,Express,D00D7FAE-BDC3-4887-BA2F-F312132F83F4,PREPARING SHIPMENT
663955629_3866885,Kiara Z. Green,1459 Ligula. Ave,Clarksville,59206,Tennessee,Next-Day,D447BD56-5462-ED3E-D60C-E916C206B040,PREPARING SHIPMENT
663955630_3866886,Keegan T. Glass,974-6413 Massa. St.,Olympia,28688,WA,Next-Day,1B49D1F8-1E9E-9AB0-3F1A-A0DD5501BB65,PENDING COLLECTION
663955631_3866887,Aquila W. Rosales,494-2696 Mauris Ave,Houston,16613,TX,Standard,A8C37B32-0E0A-D896-A6BE-2E51451DF9BE,IN NETWORK
663955632_3866888,Kamal E. Ortega,2837 Dictum Rd.,Hillsboro,95242,OR,Express,17BD1E1A-C72E-32B2-BCEF-45AC10CB65DA,PENDING COLLECTION
663955633_3866889,Beatrice V. Camacho,202-1841 Et Street,Hillsboro,90202,Oregon,Express,33420590-AFB2-9368-04BF-66768822A4DB,IN NETWORK
663955634_3866890,Cameron X. George,1829 Orci. Street,Columbia,61730,Maryland,Next-Day,A3588D75-D195-EC22-1F48-55B86C33BC2D,DELIVERED
663955635_3866891,Lee F. Davidson,Ap #168-3992 Enim. St.,Spokane,22563,Washington,Express,17B2E392-7B80-19A9-9C57-1CA7EA382449,IN NETWORK
663955636_3866892,Cameron K. Mcgowan,"P.O. Box 243, 6350 Turpis Rd.",Lansing,66836,MI,Standard,ECC86F6C-1479-F273-EAF8-268564D9FD15,PENDING COLLECTION
663955637_3866893,Ella P. Alexander,3286 Praesent Avenue,Rutland,63632,Vermont,Express,0F4D3A42-02C8-3136-8009-BDFACE9D01EE,PENDING COLLECTION
663955638_3866894,Kieran J. Blankenship,560-9442 Vestibulum Ave,Richmond,47618,Virginia,Standard,073AEF65-720E-8AF3-DA05-6C37AFA542E1,PENDING COLLECTION
663955639_3866895,Hasad Y. Burns,8495 Nulla. Rd.,Miami,39199,Florida,Standard,6EEEEBDD-8882-F57D-D757-34E6DF556833,HANDED TO CARRIER
663955640_3866896,Ebony O. Tate,910-993 In St.,Fayetteville,72021,AR,Express,BD71B723-432A-6D21-5D7B-656A9591C7B7,DELIVERED
663955641_3866897,Imani J. Collier,"Ap #938-9491 Et, Avenue",Lawton,23063,Oklahoma,Standard,A527AF90-A688-0F0D-C9C6-591758C4539A,HANDED TO CARRIER
663955642_3866898,Mikayla G. Prince,"9891 Elit, Road",Augusta,74038,Georgia,Standard,C52BD36A-DAD2-2A78-F3C0-235E0CF5E52C,IN NETWORK
663955643_3866899,Lars D. Duran,239-616 Euismod St.,Tacoma,21867,Washington,Standard,A23110B3-4BA6-C29D-20C3-56FA0368B1C2,IN NETWORK
663955644_3866900,Alden Q. Mcintosh,1417 Diam Road,Southaven,30008,MS,Standard,ED2F9AF7-609D-2C39-818C-C40DA9847E06,PENDING COLLECTION
663955645_3866901,Lael R. Dyer,561-3895 Consequat Rd.,Dover,74147,DE,Express,E537F749-184D-B231-E391-68CEBD9051E4,IN NETWORK
663955646_3866902,Amaya T. Good,"P.O. Box 316, 6944 Phasellus Street",Spokane,83515,WA,Express,8D8F29EB-435F-CAD9-C362-0F63C8CCADB6,PENDING COLLECTION
663955647_3866903,Eagan O. Velazquez,6201 Iaculis Ave,Topeka,85817,KS,Standard,AF52B2BB-B677-AAF2-CCCF-9A5976BA1728,PREPARING SHIPMENT
663955648_3866904,Brennan W. Mccarty,431-9582 Egestas Street,Pittsburgh,26593,Pennsylvania,Standard,C2FF9AD4-F2EE-3EF8-DAF1-997D29742035,PENDING COLLECTION
663955649_3866905,Cooper R. Barlow,Ap #841-2059 Phasellus Rd.,Bear,39507,Delaware,Next-Day,AF4D7E32-89A4-217B-E75C-D294D584785C,PENDING COLLECTION
663955650_3866906,Dominic X. Ingram,Ap #412-1664 Fringilla Road,Clarksville,83614,Tennessee,Express,A9415905-E290-F0AE-DF73-5EEAC119F7DB,HANDED TO CARRIER
663955651_3866907,Herman V. Frost,268-9872 Enim Ave,Portland,17441,ME,Next-Day,E463D30D-2501-91DE-9326-8D239AD5072F,HANDED TO CARRIER
663955652_3866908,Yasir T. Webster,262-3912 Blandit Street,South Burlington,60876,Vermont,Express,FA1FE3DC-D596-910A-04B4-813AD0C2AC45,HANDED TO CARRIER
663955653_3866909,Jameson R. Hardin,666-142 Est Street,Athens,89139,Georgia,Standard,15A14CCB-E61D-24AC-69E7-B52E3CFA33F4,PENDING COLLECTION
663955654_3866910,Lane N. Owen,"P.O. Box 935, 4974 Purus Av.",Nampa,93224,ID,Express,01FBB336-0CCC-770F-F96A-632FD6CEA642,PENDING COLLECTION
663955655_3866911,Akeem C. Keller,"P.O. Box 585, 8140 Egestas, St.",Rock Springs,10663,Wyoming,Next-Day,C760F789-6FC8-6FC6-B47F-D177970A34E3,DELIVERED
663955656_3866912,Elmo D. Medina,4158 Egestas. Road,Richmond,53096,VA,Express,4977FDD5-5DC1-35C8-8194-E33E18D0ABE7,HANDED TO CARRIER
663955657_3866913,Brenden N. Cleveland,"P.O. Box 944, 1761 At, St.",Kapolei,74862,Hawaii,Standard,BB18A31B-964B-E616-C66F-22A84D5B5113,IN NETWORK
663955658_3866914,Sara P. Keller,"4851 Ut, Rd.",Anchorage,99895,AK,Express,96345B95-5215-A919-8C67-10095E75C45C,DELIVERED
663955659_3866915,Phoebe Z. Marquez,4920 Vel Avenue,Phoenix,86821,AZ,Standard,BD47A592-C4BC-A957-FD18-68B858A8CF66,PREPARING SHIPMENT
663955660_3866916,Iris Q. Randall,872 Vestibulum Rd.,Billings,78077,Montana,Standard,7E188219-2E08-2FA8-C086-FE0C3AA76BCD,DELIVERED
663955661_3866917,Henry F. Romero,"P.O. Box 342, 2525 Consectetuer Street",Meridian,10575,ID,Standard,47E8D1D4-1213-2D08-743C-80524C35E1EE,PENDING COLLECTION
663955662_3866918,Kylynn X. Owens,909-5532 Morbi Street,Tucson,85991,AZ,Standard,4D88BD38-A63D-D31F-78D8-6E19478420E6,DELIVERED
663955663_3866919,Mia I. Huber,9585 Eu Avenue,Minneapolis,96140,Minnesota,Standard,A491FEDC-B085-BAF1-69BA-D91B501B1BA2,PREPARING SHIPMENT
663955664_3866920,Leslie R. Cooke,9818 Felis Avenue,Rochester,21061,Minnesota,Next-Day,691C1146-4493-E7CE-8004-65598A901AD3,PREPARING SHIPMENT
663955665_3866921,Anjolie M. Baxter,198-8388 Nascetur Road,Iowa City,71018,Iowa,Standard,F089845E-118B-95BD-1961-E0EB8528F8B5,PREPARING SHIPMENT
663955666_3866922,Colleen D. Downs,Ap #809-224 Aliquam Road,Bellevue,74160,WA,Next-Day,844CFA4D-5DD6-8D57-DEE9-961BA06B52DC,IN NETWORK
663955667_3866923,Hilary V. Bridges,"714-8868 Id, Av.",Lansing,46193,Michigan,Standard,1349205A-54AA-715C-D68D-EBC0CCA972DC,HANDED TO CARRIER
663955668_3866924,Travis P. Hendrix,670-9982 Massa Av.,Fort Smith,71623,AR,Standard,BD04C929-CD35-A724-D836-48C092FAD19C,PREPARING SHIPMENT
663955669_3866925,Mona D. Good,737-8531 Ipsum. Avenue,Philadelphia,48458,PA,Standard,C05C7C3C-15F6-17E8-0608-6F39F56B71CA,PREPARING SHIPMENT
663955670_3866926,Hiroko W. Maxwell,889-136 Ipsum. Rd.,Wichita,34402,KS,Express,CE1C8E6F-9CE7-7C40-39B6-67E8FECFA2A6,IN NETWORK
663955671_3866927,Reagan T. Glass,3189 Arcu Av.,Jefferson City,43741,MO,Next-Day,C086E1C7-2EC5-06A6-008D-E1C0BAACA36E,HANDED TO CARRIER
663955672_3866928,Owen P. Barlow,9135 Sed Road,Sandy,44930,UT,Express,8E028457-0B56-94BE-A1A4-0A52EBCDF88A,IN NETWORK
663955673_3866929,Buffy X. Dickson,"777-229 Eu, Rd.",Jefferson City,29340,Missouri,Next-Day,7A6B94BE-D76C-6B48-7032-2924A253A109,PENDING COLLECTION
663955674_3866930,Kylie Y. Robertson,Ap #530-8133 Ligula Av.,Shreveport,33297,Louisiana,Next-Day,62A8A707-C466-63A0-0685-06B1EC77D333,HANDED TO CARRIER
663955675_3866931,Keaton G. Merritt,"173-1239 Auctor, Avenue",Davenport,94234,IA,Express,04081E33-1E07-FD9F-88BC-FDA2C4108A4F,HANDED TO CARRIER
663955676_3866932,Daphne X. Shepard,Ap #752-3416 Eu Av.,Detroit,91203,MI,Standard,C8743D0A-D369-3CC2-3AB8-CFEBF7D2E589,DELIVERED
663955677_3866933,Phelan C. Velasquez,940 Praesent Road,Montpelier,44360,Vermont,Express,11944BAA-211E-8A67-FA95-0ED6D1BDC7CB,HANDED TO CARRIER
663955678_3866934,Alvin K. Erickson,"P.O. Box 109, 5363 Pede Avenue",South Bend,56235,IN,Standard,12B45856-BA2A-4213-106F-B85365DCB1E0,HANDED TO CARRIER
663955679_3866935,Veronica X. Thomas,588-9594 Non Road,Springfield,87594,IL,Next-Day,FCEC8A1E-0A6A-0CE9-6DC7-77AA87B4ABE9,DELIVERED
663955680_3866936,Lewis D. Garrett,148-1293 Dignissim Av.,Bloomington,24077,MN,Standard,E8914770-C27D-73D0-252A-CC48F06CFAEC,PREPARING SHIPMENT
663955681_3866937,Lavinia C. Cleveland,514-9157 Iaculis Rd.,Grand Island,94751,Nebraska,Express,5E1FFE0C-2152-CD80-28F7-191E45E1F34E,IN NETWORK
663955682_3866938,Bo G. Walls,Ap #486-4794 Mattis Road,Bloomington,85745,Minnesota,Next-Day,3B9EE9A5-9A54-F67A-A9D1-43EFD3812D0E,DELIVERED
663955683_3866939,Medge E. Pate,1858 Mauris Avenue,Dallas,30031,Texas,Next-Day,1FBB00DD-339C-1932-76B7-2BFCEB02978B,DELIVERED
663955684_3866940,Amos G. Scott,"P.O. Box 154, 9075 Justo Rd.",College,99609,AK,Next-Day,4AF42E29-AB7C-B96D-C8D5-658603EBD089,IN NETWORK
663955685_3866941,Ocean C. Mcclure,"P.O. Box 825, 3433 Vitae Rd.",Madison,23285,WI,Express,D35D0C67-4497-40D6-E245-7F404F2910F9,DELIVERED
663955686_3866942,Hamish K. Lloyd,964-5592 Posuere St.,Glendale,85356,AZ,Express,4AAAE62D-41E2-E0C8-15B5-DAAB11F069C4,HANDED TO CARRIER
663955687_3866943,Miranda M. Miller,Ap #762-9559 Risus St.,Virginia Beach,88961,VA,Standard,58AD9696-FD63-AAC4-0E55-C390FC138F09,HANDED TO CARRIER
663955688_3866944,Alexandra I. Richard,9544 Eleifend St.,Aurora,35198,IL,Standard,5BF7B4C2-E708-52B1-9B50-12DC3AD822DF,IN NETWORK
663955689_3866945,Zorita Z. Rivera,5146 Neque Road,South Burlington,27149,Vermont,Express,200ACB10-9F9C-6235-14BD-54679B425796,IN NETWORK
663955690_3866946,Malachi C. Burris,Ap #396-5096 Nam St.,Savannah,18857,GA,Standard,1DB855A0-A2FD-C79A-387C-731CFAADF477,PENDING COLLECTION
663955691_3866947,Abbot O. Robbins,462-9172 Lorem Rd.,Salem,28020,Oregon,Next-Day,C4B94F2A-794A-91BE-489A-EBE7360254AA,PENDING COLLECTION
663955692_3866948,Summer O. Howell,Ap #265-503 Rutrum St.,Fresno,90351,California,Standard,A2CFED1C-43D0-6360-8FEC-4F69859B1D32,DELIVERED
663955693_3866949,Hayley L. Steele,3236 Dapibus Rd.,Butte,54453,MT,Express,588F1D65-70F9-6B97-2DF6-D403B7CFB4C4,HANDED TO CARRIER
663955694_3866950,Samson X. Lawson,852-8795 Nam St.,Kenosha,83702,WI,Standard,093D0227-4C2D-27CB-80F1-73887E35ACB5,PENDING COLLECTION
663955695_3866951,Yasir I. Burton,6954 Commodo St.,Billings,17470,MT,Next-Day,CE988028-630D-9B0C-BFBC-A454B2050557,HANDED TO CARRIER
663955696_3866952,Philip E. English,550-7761 Turpis Av.,Cincinnati,24225,Ohio,Express,BB8D8840-FBBF-192C-7521-037744677527,PENDING COLLECTION
663955697_3866953,Scarlet D. Ferguson,8339 Lacus. Rd.,Gillette,85982,WY,Next-Day,826B0BE6-E4F7-F6E9-27FD-50093E7BBBE2,PENDING COLLECTION
663955698_3866954,Melissa Q. Solis,"P.O. Box 954, 4144 Dapibus Rd.",Tallahassee,75808,Florida,Standard,7BF16C69-D752-A3D6-F610-CB2564787A8C,PREPARING SHIPMENT
663955699_3866955,Montana U. Sargent,115-194 Lectus. Rd.,Bowling Green,42495,Kentucky,Next-Day,98498DB4-6999-FEB3-EBBE-CC1BFB420B6C,PREPARING SHIPMENT
663955700_3866956,George Q. Langley,"P.O. Box 527, 7903 Augue. Rd.",Augusta,45548,Georgia,Standard,0BA43F62-1B58-6FDA-43F3-2E453F89B0B2,HANDED TO CARRIER
663955701_3866957,Tarik Z. Owens,Ap #336-7671 Lacinia Rd.,Reading,78610,PA,Express,895A03E0-C34D-FDF3-A160-4C7FAB1D18BE,PREPARING SHIPMENT
663955702_3866958,Carter U. Beach,273-762 Aliquam St.,Gaithersburg,63101,MD,Standard,123ADA59-C0F4-D1F2-4485-A6777022CA48,HANDED TO CARRIER
663955703_3866959,Kenneth E. Mckay,"619-3431 Orci, Ave",Topeka,72286,KS,Next-Day,0C352412-F884-B2C9-648F-2F9B65CE213B,DELIVERED
663955704_3866960,Nelle T. Mcguire,Ap #680-4998 Eleifend Rd.,Idaho Falls,94958,Idaho,Standard,32323102-E295-1D3A-7961-C4108148B17D,PREPARING SHIPMENT
663955705_3866961,Yoko Y. Orr,Ap #353-225 Diam Road,Davenport,96722,IA,Standard,0C25B340-4B9B-2CFC-31CF-50E29D6A7537,PREPARING SHIPMENT
663955706_3866962,Willa D. Jensen,488 Dui. Road,Chandler,85713,Arizona,Standard,B2B96726-3D36-44B2-DAC7-D4595FED3FC5,HANDED TO CARRIER
663955707_3866963,Stephen A. Kidd,"P.O. Box 448, 2788 Suspendisse St.",Warren,39802,Michigan,Next-Day,54F51428-9DB1-952A-4862-A2F8E37F3E4D,DELIVERED
663955708_3866964,Heather D. Bates,Ap #157-2596 Facilisis Av.,Duluth,98733,MN,Standard,922193C6-2C24-FE4F-06D0-1EE59FB7E162,IN NETWORK
663955709_3866965,Arthur N. Barton,5672 Non St.,Houston,96082,Texas,Express,E972042A-82CC-141E-E1F6-BD48B64523FD,HANDED TO CARRIER
663955710_3866966,Blythe D. Smith,641-7532 Porta Ave,Saint Paul,19367,Minnesota,Next-Day,C8E14689-76A7-8138-BAD1-2C77AD597FD6,PREPARING SHIPMENT
663955711_3866967,Karyn L. Reyes,Ap #779-1375 Feugiat St.,Kansas City,60421,MO,Next-Day,7CF2B6E6-9D3D-943B-E68A-935E22C94985,HANDED TO CARRIER
663955712_3866968,Lucy M. Keller,Ap #699-2518 A St.,Gary,62999,Indiana,Standard,0CE5CA4D-0381-897E-2C8F-F2D4A60E4A35,PREPARING SHIPMENT
663955713_3866969,Keane B. Pennington,Ap #406-9960 Tellus Rd.,Olathe,89204,Kansas,Express,6ED2337A-10ED-A16E-0013-647E2472B8E2,PREPARING SHIPMENT
663955714_3866970,Omar O. Carrillo,186-3436 Egestas St.,Los Angeles,94041,CA,Next-Day,E3DE5E63-D32D-F9EF-9E36-D760CBD975F4,HANDED TO CARRIER
663955715_3866971,Sigourney L. Slater,"P.O. Box 143, 1297 Augue Ave",Houston,87897,Texas,Express,290B95D9-703B-BA43-CE49-61F4A91E0618,IN NETWORK
663955716_3866972,Jesse G. Sloan,581 Natoque Rd.,Naperville,21461,IL,Express,CC9A58D9-98A3-248A-C815-930112BE4426,HANDED TO CARRIER
663955717_3866973,Kenyon F. Downs,"P.O. Box 867, 2259 Elit Avenue",Metairie,79373,Louisiana,Next-Day,5FD05CF4-C074-C625-3408-F7C8C5521500,DELIVERED
663955718_3866974,Justin Z. Wilson,523-5209 Eu Ave,Billings,53644,MT,Express,25EA0F80-0290-B287-06B8-6B9A3F48B17B,DELIVERED
663955719_3866975,Nell I. Delaney,"P.O. Box 413, 2188 Odio. Rd.",Rutland,70517,Vermont,Standard,29B1616F-CB5B-D514-FEFD-098ED9EF34ED,PREPARING SHIPMENT
663955720_3866976,Demetrius C. Horton,6552 Amet Road,Evansville,16592,Indiana,Next-Day,1295E1D0-DE6F-B9A2-895D-5DB697CD1F54,HANDED TO CARRIER
663955721_3866977,Jeanette F. Valencia,526-5495 Nam Avenue,Nampa,78607,ID,Express,2537D97E-8738-5858-3BA7-6F879FAC2F9B,PREPARING SHIPMENT
663955722_3866978,Orson J. Petty,"P.O. Box 227, 8786 Ligula. Av.",Tuscaloosa,35469,AL,Next-Day,1B46112B-E37E-DF0A-93FE-18F1999C4A89,PENDING COLLECTION
663955723_3866979,Desiree N. Richmond,6735 Egestas Rd.,Huntsville,35224,Alabama,Express,5C6C136F-3123-F6BB-B5C7-48D31CD27B1A,HANDED TO CARRIER
663955724_3866980,Christopher X. Hopkins,297-141 Nunc Av.,Athens,86381,GA,Next-Day,6E0D2A72-95EA-490D-C2CC-B4C3A256C3DA,DELIVERED
663955725_3866981,Raya V. Calderon,"Ap #566-5615 Tincidunt, Rd.",Bowling Green,30984,Kentucky,Express,9EA53B03-0493-9913-52F7-5DADACE60959,DELIVERED
663955726_3866982,Slade E. Poole,191-7793 Nunc Avenue,Cincinnati,32901,OH,Next-Day,0958FF28-3880-DE93-DA0C-779DCE223063,IN NETWORK
663955727_3866983,Elmo R. Mercado,"780-3017 Montes, Ave",Independence,72348,Missouri,Standard,2991B9DC-888C-C78E-4805-554CF3864DED,DELIVERED
663955728_3866984,Carolyn I. Hartman,"P.O. Box 209, 6049 Sed Ave",Newport News,39331,VA,Express,695235A0-7F89-E31A-99EE-5BE24F96A4F4,HANDED TO CARRIER
663955729_3866985,Kyra G. Powell,172-3300 Dolor Ave,Colorado Springs,74050,CO,Express,EFC23B15-27F5-F195-EEEB-F7761527AB21,HANDED TO CARRIER
663955730_3866986,Quentin Q. Ballard,5578 Egestas Ave,Baton Rouge,10564,Louisiana,Next-Day,E25D29D1-5B03-5248-1651-7B21E0838825,HANDED TO CARRIER
663955731_3866987,Rhona Y. Kline,181-255 Arcu. Rd.,Kenosha,20089,Wisconsin,Express,04FF3A76-BCFB-8E50-8AA7-5EA839224C35,PREPARING SHIPMENT
663955732_3866988,Walker Q. Mclean,"Ap #800-3652 Eu, St.",Indianapolis,36970,Indiana,Next-Day,39C06C2D-E0FF-21E7-F540-300E92059842,HANDED TO CARRIER
663955733_3866989,Jolie V. Emerson,"P.O. Box 246, 1233 Tortor. St.",Richmond,83589,VA,Next-Day,7B7F37E6-C7A8-4C85-6D52-F7D1CC4C4707,IN NETWORK
663955734_3866990,Maia R. Roth,336-3508 Nunc Av.,Norman,17597,Oklahoma,Express,8506E85E-4FB6-2BAA-BC2E-8939410889B6,DELIVERED
663955735_3866991,Suki V. Miller,"Ap #739-382 A, St.",Lawton,58691,OK,Standard,E5B5B0B4-1C23-D58F-0E9C-EA0345785BF6,PREPARING SHIPMENT
663955736_3866992,Erasmus P. Foster,609-3046 At Avenue,Augusta,14442,Georgia,Standard,2B0B0A64-FE2C-E0B6-046E-EB48E0A9DA2B,HANDED TO CARRIER
663955737_3866993,Christen M. Burris,Ap #808-4526 Magna. St.,Iowa City,83619,IA,Next-Day,5462FCD1-795D-E735-814B-93D773DFCE5A,PREPARING SHIPMENT
663955738_3866994,Channing Q. Mays,"P.O. Box 161, 2031 Nibh. St.",West Jordan,46632,Utah,Express,FD8B7B49-4738-1E61-3FB4-1A51F7C37F5F,HANDED TO CARRIER
663955739_3866995,Olga P. Wise,Ap #990-3292 Vitae St.,Huntsville,35351,Alabama,Next-Day,14E7F72D-ABCC-5A4C-DFEA-2F6C292E6A62,HANDED TO CARRIER
663955740_3866996,Chastity I. Grimes,6033 Sit Rd.,Lafayette,61167,Louisiana,Standard,18D7D6BE-BC27-1BE9-CE58-49A8081419F8,IN NETWORK
663955741_3866997,Amos R. Stanton,545-6608 Cras Ave,Helena,72719,MT,Next-Day,8A1E6536-3C94-40CA-6F1B-B6495BF31D1B,PENDING COLLECTION
663955742_3866998,Kadeem J. Waters,357-4294 Egestas St.,Fort Smith,72459,AR,Next-Day,E7E925F8-24D2-B043-FAFF-F2EDA4DC8E04,PENDING COLLECTION
663955743_3866999,Norman Q. Trujillo,Ap #578-6822 Vivamus Rd.,Birmingham,35363,AL,Next-Day,BAC774FC-A2BF-28A0-3E7E-B48C25348FD2,HANDED TO CARRIER
663955744_3867000,Stacey Z. Harris,"P.O. Box 221, 2422 Rutrum Rd.",Spokane,78919,Washington,Standard,69FAD2ED-AE3B-E0A6-0938-0D9521C9A61B,PREPARING SHIPMENT
663955745_3867001,Darrel K. Carson,3002 Et Rd.,Duluth,32701,MN,Standard,B2BB6B40-A123-7955-6E5E-005D3C95D3A9,IN NETWORK
663955746_3867002,Dakota C. Patton,"P.O. Box 963, 8892 Ac St.",Chandler,86590,AZ,Express,A24F13E1-A2B4-4A14-47E5-4C0DF69754C6,IN NETWORK
663955747_3867003,Clayton Q. Koch,"P.O. Box 419, 2014 Sit Avenue",Portland,83948,Maine,Standard,C8326089-096F-9A48-C6E1-50460DB8C76B,PREPARING SHIPMENT
663955748_3867004,Nolan A. Strickland,Ap #124-7074 Neque St.,Eugene,27553,Oregon,Express,47F874D7-16DD-A4B7-4F31-380EC146DDCE,DELIVERED
663955749_3867005,Macey B. Clay,"P.O. Box 529, 7235 Dolor, St.",Atlanta,96275,GA,Next-Day,6CC3D72F-97A1-D218-9D01-9C52617B3CC4,PREPARING SHIPMENT
663955750_3867006,Tallulah L. Owens,Ap #443-3029 Justo Road,Akron,42172,OH,Next-Day,A9B63579-3CA7-A1CC-C5C6-A328F0820761,PENDING COLLECTION
663955751_3867007,Paloma J. Lowe,5048 Integer Ave,Pittsburgh,95314,Pennsylvania,Express,A3BAD38A-C98C-B85E-067B-3BDA8962576C,DELIVERED
663955752_3867008,Sharon J. Higgins,"986-9289 Urna, Rd.",Rochester,34269,Minnesota,Standard,CEC7927B-58DB-4593-1891-F54C586A577E,HANDED TO CARRIER
663955753_3867009,Cally Y. Fitzpatrick,Ap #167-5394 Diam. St.,Newport News,68060,Virginia,Next-Day,021AFD48-48FE-24A5-F10D-220C24F3D279,PREPARING SHIPMENT
663955754_3867010,Merritt A. Howe,Ap #372-6142 Ut St.,Colchester,43256,VT,Standard,4F6BA06F-296F-DB8F-D5A7-57951266AD25,IN NETWORK
663955755_3867011,Lavinia J. Cantu,Ap #632-9691 Hendrerit St.,Augusta,83776,ME,Next-Day,EADDF196-4FA3-F8F2-D075-1556E436C6B6,IN NETWORK
663955756_3867012,Sybill B. Carney,"P.O. Box 828, 5528 Integer Rd.",Saint Paul,65978,MN,Standard,7109D6F6-5DFE-4909-D2C5-113EB4F508AB,PENDING COLLECTION
663955757_3867013,Amy U. Calhoun,7334 Lectus Rd.,Rutland,21773,Vermont,Next-Day,85077B62-7DEC-60EC-37EC-7006728B7699,DELIVERED
663955758_3867014,Nissim L. Dejesus,9833 Vel Ave,Fairbanks,99960,AK,Next-Day,46C2EC5C-8733-8634-F636-601560A13477,DELIVERED
663955759_3867015,Lois M. Rivera,573-3536 Sed Road,Little Rock,71568,AR,Express,DE97A995-1FA5-9516-AD7B-0938AC6085CA,IN NETWORK
663955760_3867016,Jamal D. Sherman,Ap #456-2605 Ut St.,Racine,12800,WI,Standard,A9BB6B4C-F7B4-4F8B-1A97-81B93B0C7E3D,PENDING COLLECTION
663955761_3867017,Rina A. Kirk,"7740 Mi, St.",Chattanooga,32192,Tennessee,Next-Day,83414DF4-E97C-DB18-E7CE-4D753571A2DB,DELIVERED
663955762_3867018,Ruth J. Schultz,231-4173 Mollis Ave,St. Petersburg,57016,Florida,Next-Day,54B236FC-DE45-2BE7-C54C-93E0D1213B4F,PREPARING SHIPMENT
663955763_3867019,Bertha T. Mcdonald,"P.O. Box 206, 4776 Vulputate Av.",Provo,60358,UT,Standard,A9CCD02B-D5D5-28B3-5749-53BCB90AC09F,HANDED TO CARRIER
663955764_3867020,Natalie V. Donovan,292-216 Nisl. Av.,Virginia Beach,87491,VA,Express,08E5896F-C719-0EC3-83C3-0BC6C0E9FFE0,PENDING COLLECTION
663955765_3867021,Avye X. Williams,Ap #542-8350 Luctus Rd.,Boston,44345,Massachusetts,Express,541B553F-7A95-3D88-8C3F-3D24CA66BD65,PREPARING SHIPMENT
663955766_3867022,Elmo N. Summers,"P.O. Box 390, 7349 Ultricies Rd.",West Jordan,74404,Utah,Next-Day,68B61FEF-9B75-D169-9063-A491AF2CA5CE,HANDED TO CARRIER
663955767_3867023,Burke F. Valenzuela,Ap #829-101 Mauris Ave,Carson City,60917,Nevada,Next-Day,4E4AEE83-B08C-EBC5-DCC3-91B8C0327742,HANDED TO CARRIER
663955768_3867024,Hannah S. Schmidt,9742 Ipsum. Ave,Broken Arrow,94074,OK,Next-Day,A15A908C-2B9E-1092-0D6E-366ED85A5A86,PREPARING SHIPMENT
